table_name,column_name,data_type,is_nullable
vw_fin_duplicatas_receber,observacoes,text,YES
vw_fin_duplicatas_receber,condicao_pagamento_texto,text,YES
vw_fin_duplicatas_receber,documento_url,text,YES
vw_fin_duplicatas_receber,xml_nfe_url,text,YES
vw_fin_duplicatas_receber,created_by,uuid,YES
vw_fin_duplicatas_receber,updated_by,uuid,YES
vw_fin_duplicatas_receber,created_at,timestamp with time zone,YES
vw_fin_duplicatas_receber,updated_at,timestamp with time zone,YES
vw_fin_duplicatas_receber,dias_atraso,integer,YES
vw_previsao_comissoes_futuras,tenant_id,uuid,YES
vw_previsao_comissoes_futuras,tipo,USER-DEFINED,YES
vw_previsao_comissoes_futuras,fornecedor_id,uuid,YES
vw_previsao_comissoes_futuras,produto_id,uuid,YES
vw_previsao_comissoes_futuras,data_prevista,date,YES
vw_previsao_comissoes_futuras,total_previsto,numeric,YES
vw_previsao_comissoes_futuras,qtd_prevista,bigint,YES
vw_rentabilidade_centros_custo,id,uuid,YES
vw_rentabilidade_centros_custo,tenant_id,uuid,YES
vw_rentabilidade_centros_custo,codigo,character varying,YES
vw_rentabilidade_centros_custo,nome,character varying,YES
vw_rentabilidade_centros_custo,tipo,character varying,YES
vw_rentabilidade_centros_custo,marca,USER-DEFINED,YES
vw_rentabilidade_centros_custo,status,character varying,YES
vw_rentabilidade_centros_custo,data_inicio,date,YES
vw_rentabilidade_centros_custo,data_fim,date,YES
vw_rentabilidade_centros_custo,orcamento_previsto,numeric,YES
vw_rentabilidade_centros_custo,meta_margem_percentual,numeric,YES
vw_rentabilidade_centros_custo,meta_receita,numeric,YES
vw_rentabilidade_centros_custo,receitas_total,numeric,YES
vw_rentabilidade_centros_custo,despesas_total,numeric,YES
vw_rentabilidade_centros_custo,margem_liquida,numeric,YES
vw_rentabilidade_centros_custo,margem_percentual,numeric,YES
vw_rentabilidade_centros_custo,saldo_orcamento,numeric,YES
vw_rentabilidade_centros_custo,percentual_orcamento_utilizado,numeric,YES
vw_rentabilidade_centros_custo,qtd_receitas,bigint,YES
vw_rentabilidade_centros_custo,qtd_despesas,bigint,YES
vw_rentabilidade_centros_custo,created_at,timestamp with time zone,YES
vw_rentabilidade_centros_custo,updated_at,timestamp with time zone,YES
vw_saldo_adiantamentos,tenant_id,uuid,YES
vw_saldo_adiantamentos,fornecedor_id,uuid,YES
vw_saldo_adiantamentos,fornecedor_nome,character varying,YES
vw_saldo_adiantamentos,total_adiantamentos,bigint,YES
vw_saldo_adiantamentos,valor_total_adiantado,numeric,YES
vw_saldo_adiantamentos,valor_total_utilizado,numeric,YES
vw_saldo_adiantamentos,saldo_disponivel,numeric,YES
vw_saldo_adiantamentos,adiantamentos_ativos,bigint,YES
vw_saldo_creditos,tenant_id,uuid,YES
vw_saldo_creditos,fornecedor_id,uuid,YES
vw_saldo_creditos,fornecedor_nome,character varying,YES
vw_saldo_creditos,total_creditos,bigint,YES
vw_saldo_creditos,valor_total_creditos,numeric,YES
vw_saldo_creditos,valor_total_utilizado,numeric,YES
vw_saldo_creditos,saldo_disponivel,numeric,YES
vw_saldo_creditos,total_refunds,bigint,YES
vw_saldo_creditos,total_overpayments,bigint,YES
