schema_name,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,numeric_precision,numeric_scale,constraint_type,constraint_name,constraint_column,foreign_table_schema,foreign_table,foreign_column,column_description
public,noro_orcamentos,num_dias,10,null,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos,num_pessoas,11,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos,num_adultos,12,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos,num_criancas,13,0,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos,num_bebes,14,0,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos,valor_total,15,0,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos,valor_custo,16,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos,margem_lucro,17,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos,margem_percentual,18,0,YES,numeric,null,5,2,null,null,null,null,null,null,null
public,noro_orcamentos,valor_sinal,19,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos,moeda,20,'EUR'::character varying,YES,character varying,10,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,status,21,'rascunho'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,validade_ate,22,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,prioridade,23,'media'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,enviado_em,24,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,enviado_para,25,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,visualizado_em,26,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,visualizado_contador,27,0,YES,integer,null,32,0,null,null,null,null,null,null,Quantas vezes o orçamento foi visualizado
public,noro_orcamentos,respondido_em,28,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,aprovado_em,29,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,recusado_em,30,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,recusado_motivo,31,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,roteiro,32,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,Roteiro dia a dia em formato JSON
public,noro_orcamentos,condicoes_pagamento,33,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,politica_cancelamento,34,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,observacoes_internas,35,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,observacoes_cliente,36,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,pdf_url,37,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,pdf_public_id,38,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,pdf_gerado_em,39,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,pdf_versao,40,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos,template_usado,41,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,personalizacao,42,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,tags,43,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,metadata,44,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,created_by,45,null,YES,uuid,null,null,null,FOREIGN KEY,noro_orcamentos_created_by_fkey,created_by,public,noro_users,id,null
public,noro_orcamentos,updated_by,46,null,YES,uuid,null,null,null,FOREIGN KEY,noro_orcamentos_updated_by_fkey,updated_by,public,noro_users,id,null
public,noro_orcamentos,created_at,47,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,updated_at,48,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,deleted_at,49,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos,tenant_id,50,null,NO,uuid,null,null,null,FOREIGN KEY,noro_orcamentos_tenant_fk,tenant_id,null,null,null,null
public,noro_orcamentos_itens,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,nomade_orcamentos_itens_pkey,id,public,noro_orcamentos_itens,id,null
public,noro_orcamentos_itens,orcamento_id,2,null,NO,uuid,null,null,null,FOREIGN KEY,noro_orcamentos_itens_orcamento_id_fkey,orcamento_id,public,noro_orcamentos,id,null
public,noro_orcamentos_itens,tipo,3,null,NO,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,categoria,4,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,fornecedor,5,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,fornecedor_id,6,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,produto,7,null,NO,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,descricao,8,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,data_servico,9,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,data_fim,10,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,hora_inicio,11,null,YES,time without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,hora_fim,12,null,YES,time without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,localizador,13,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,quantidade,14,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos_itens,unidade,15,'unidade'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,valor_unitario_custo,16,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos_itens,valor_unitario_venda,17,null,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos_itens,valor_total,18,null,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos_itens,margem,19,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_orcamentos_itens,margem_percentual,20,0,YES,numeric,null,5,2,null,null,null,null,null,null,null
public,noro_orcamentos_itens,detalhes,21,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,incluido,22,true,YES,boolean,null,null,null,null,null,null,null,null,null,"TRUE = incluído no pacote, FALSE = adicional"
public,noro_orcamentos_itens,opcional,23,false,YES,boolean,null,null,null,null,null,null,null,null,null,TRUE = item opcional que o cliente pode escolher
public,noro_orcamentos_itens,ordem,24,0,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_orcamentos_itens,observacoes,25,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,created_at,26,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,updated_at,27,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_orcamentos_itens,tenant_id,28,null,NO,uuid,null,null,null,FOREIGN KEY,noro_orcamentos_itens_tenant_fk,tenant_id,null,null,null,null
public,noro_pedidos,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,nomade_pedidos_pkey,id,public,noro_pedidos,id,null
public,noro_pedidos,numero_pedido,2,null,NO,character varying,50,null,null,UNIQUE,nomade_pedidos_numero_pedido_key,numero_pedido,public,noro_pedidos,numero_pedido,null
public,noro_pedidos,orcamento_id,3,null,YES,uuid,null,null,null,FOREIGN KEY,noro_pedidos_orcamento_id_fkey,orcamento_id,public,noro_orcamentos,id,null
public,noro_pedidos,cliente_id,4,null,NO,uuid,null,null,null,FOREIGN KEY,noro_pedidos_cliente_id_fkey,cliente_id,public,noro_clientes,id,null
public,noro_pedidos,titulo,5,null,NO,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_pedidos,destinos,6,null,NO,ARRAY,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,data_viagem_inicio,7,null,NO,date,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,data_viagem_fim,8,null,NO,date,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,num_dias,9,null,NO,integer,null,32,0,null,null,null,null,null,null,null
public,noro_pedidos,num_pessoas,10,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_pedidos,valor_total,11,null,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos,valor_pago,12,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos,valor_pendente,13,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos,moeda,14,'EUR'::character varying,YES,character varying,10,null,null,null,null,null,null,null,null,null
public,noro_pedidos,status_pagamento,15,'pendente'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos,metodo_pagamento,16,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_pedidos,condicoes_pagamento,17,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,num_parcelas,18,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_pedidos,valor_parcela,19,null,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos,status,20,'confirmado'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos,urgente,21,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,cancelado_em,22,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,cancelado_por,23,null,YES,uuid,null,null,null,FOREIGN KEY,noro_pedidos_cancelado_por_fkey,cancelado_por,public,noro_users,id,null
public,noro_pedidos,cancelado_motivo,24,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,valor_reembolso,25,null,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos,passageiros,26,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,Lista de passageiros em formato JSON
public,noro_pedidos,vouchers,27,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,Vouchers e documentos de viagem
public,noro_pedidos,contratos,28,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,documentos,29,'[]'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,ultima_comunicacao,30,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,proxima_acao,31,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,proxima_acao_data,32,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,observacoes,33,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,observacoes_internas,34,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,tags,35,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,metadata,36,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,created_by,37,null,YES,uuid,null,null,null,FOREIGN KEY,noro_pedidos_created_by_fkey,created_by,public,noro_users,id,null
public,noro_pedidos,updated_by,38,null,YES,uuid,null,null,null,FOREIGN KEY,noro_pedidos_updated_by_fkey,updated_by,public,noro_users,id,null
public,noro_pedidos,created_at,39,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,updated_at,40,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,deleted_at,41,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos,tenant_id,42,null,NO,uuid,null,null,null,FOREIGN KEY,noro_pedidos_tenant_fk,tenant_id,null,null,null,null
public,noro_pedidos_itens,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,nomade_pedidos_itens_pkey,id,public,noro_pedidos_itens,id,null
public,noro_pedidos_itens,pedido_id,2,null,NO,uuid,null,null,null,FOREIGN KEY,noro_pedidos_itens_pedido_id_fkey,pedido_id,public,noro_pedidos,id,null
public,noro_pedidos_itens,tipo,3,null,NO,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,categoria,4,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,fornecedor,5,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,fornecedor_id,6,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,fornecedor_contato,7,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,produto,8,null,NO,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,descricao,9,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,data_servico,10,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,data_fim,11,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,hora_inicio,12,null,YES,time without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,hora_fim,13,null,YES,time without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,localizador,14,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,status_confirmacao,15,'pendente'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,confirmado_em,16,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,confirmado_por,17,null,YES,uuid,null,null,null,FOREIGN KEY,noro_pedidos_itens_confirmado_por_fkey,confirmado_por,public,noro_users,id,null
public,noro_pedidos_itens,quantidade,18,1,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_pedidos_itens,valor_unitario,19,null,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos_itens,valor_total,20,null,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos_itens,valor_custo,21,null,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos_itens,comissao,22,0,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos_itens,comissao_percentual,23,0,YES,numeric,null,5,2,null,null,null,null,null,null,null
public,noro_pedidos_itens,detalhes,24,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,voucher_url,25,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,voucher_public_id,26,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,voucher_emitido_em,27,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,observacoes,28,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,observacoes_internas,29,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,created_at,30,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,updated_at,31,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_itens,tenant_id,32,null,NO,uuid,null,null,null,FOREIGN KEY,noro_pedidos_itens_tenant_fk,tenant_id,null,null,null,null
public,noro_pedidos_timeline,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,nomade_pedidos_timeline_pkey,id,public,noro_pedidos_timeline,id,null
public,noro_pedidos_timeline,pedido_id,2,null,NO,uuid,null,null,null,FOREIGN KEY,noro_pedidos_timeline_pedido_id_fkey,pedido_id,public,noro_pedidos,id,null
public,noro_pedidos_timeline,evento,3,null,NO,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,titulo,4,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,descricao,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,tipo,6,null,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,icone,7,null,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,cor,8,null,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,item_id,9,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,valor,10,null,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_pedidos_timeline,metadata,11,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,created_by,12,null,YES,uuid,null,null,null,FOREIGN KEY,noro_pedidos_timeline_created_by_fkey,created_by,public,noro_users,id,null
public,noro_pedidos_timeline,created_at,13,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_pedidos_timeline,tenant_id,14,null,NO,uuid,null,null,null,FOREIGN KEY,noro_pedidos_timeline_tenant_fk,tenant_id,null,null,null,null
public,noro_tarefas,id,1,uuid_generate_v4(),NO,uuid,null,null,null,PRIMARY KEY,nomade_tarefas_pkey,id,public,noro_tarefas,id,null
public,noro_tarefas,lead_id,2,null,YES,uuid,null,null,null,FOREIGN KEY,noro_tarefas_lead_id_fkey,lead_id,public,noro_leads,id,null
public,noro_tarefas,pedido_id,3,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,titulo,4,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,descricao,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,prioridade,6,'media'::character varying,YES,character varying,20,null,null,null,null,null,null,null,null,null
public,noro_tarefas,status,7,'pendente'::character varying,YES,character varying,20,null,null,null,null,null,null,null,null,null
public,noro_tarefas,responsavel,8,null,YES,uuid,null,null,null,FOREIGN KEY,noro_tarefas_responsavel_fkey,responsavel,public,noro_users,id,null
public,noro_tarefas,data_vencimento,9,null,YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,concluido_em,10,null,YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,tags,11,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,created_by,12,null,YES,uuid,null,null,null,FOREIGN KEY,noro_tarefas_created_by_fkey,created_by,public,noro_users,id,null
public,noro_tarefas,created_at,13,now(),YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,updated_at,14,now(),YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_tarefas,tenant_id,15,null,NO,uuid,null,null,null,FOREIGN KEY,noro_tarefas_tenant_fk,tenant_id,null,null,null,null
public,noro_transacoes,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,nomade_transacoes_pkey,id,public,noro_transacoes,id,null
public,noro_transacoes,tipo,2,null,NO,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_transacoes,categoria,3,null,NO,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,subcategoria,4,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,pedido_id,5,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_pedido_id_fkey,pedido_id,public,noro_pedidos,id,null
public,noro_transacoes,cliente_id,6,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_cliente_id_fkey,cliente_id,public,noro_clientes,id,null
public,noro_transacoes,fornecedor_id,7,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_fornecedor_id_fkey,fornecedor_id,public,noro_fornecedores,id,null
public,noro_transacoes,fornecedor_nome,8,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_transacoes,descricao,9,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,numero_documento,10,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,valor,11,null,NO,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_transacoes,moeda,12,'EUR'::character varying,YES,character varying,10,null,null,null,null,null,null,null,null,null
public,noro_transacoes,valor_convertido_brl,13,null,YES,numeric,null,12,2,null,null,null,null,null,null,null
public,noro_transacoes,taxa_conversao,14,null,YES,numeric,null,10,6,null,null,null,null,null,null,null
public,noro_transacoes,data_transacao,15,null,NO,date,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,data_vencimento,16,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,data_pagamento,17,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,data_competencia,18,null,YES,date,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,status,19,'pendente'::character varying,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_transacoes,dias_atraso,20,0,YES,integer,null,32,0,null,null,null,null,null,null,Calculado automaticamente via trigger
public,noro_transacoes,metodo_pagamento,21,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,conta_bancaria,22,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,comprovante_url,23,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,comprovante_public_id,24,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_transacoes,nota_fiscal_numero,25,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,nota_fiscal_url,26,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,nota_fiscal_public_id,27,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_transacoes,nota_fiscal_emitida,28,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,parcela_numero,29,null,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_transacoes,parcela_total,30,null,YES,integer,null,32,0,null,null,null,null,null,null,null
public,noro_transacoes,transacao_origem_id,31,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_transacao_origem_id_fkey,transacao_origem_id,public,noro_transacoes,id,null
public,noro_transacoes,centro_custo,32,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,conta_contabil,33,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,plano_contas,34,null,YES,character varying,100,null,null,null,null,null,null,null,null,null
public,noro_transacoes,reconciliado,35,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,reconciliado_em,36,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,reconciliado_por,37,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_reconciliado_por_fkey,reconciliado_por,public,noro_users,id,null
public,noro_transacoes,tags,38,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,observacoes,39,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,metadata,40,'{}'::jsonb,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,created_by,41,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_created_by_fkey,created_by,public,noro_users,id,null
public,noro_transacoes,updated_by,42,null,YES,uuid,null,null,null,FOREIGN KEY,noro_transacoes_updated_by_fkey,updated_by,public,noro_users,id,null
public,noro_transacoes,created_at,43,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,updated_at,44,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_transacoes,deleted_at,45,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_update_tokens,token,1,null,NO,uuid,null,null,null,PRIMARY KEY,noro_update_tokens_pkey,token,public,noro_update_tokens,token,null
public,noro_update_tokens,cliente_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null
public,noro_update_tokens,expires_at,3,null,NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_update_tokens,used_at,4,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,noro_users,id,1,null,NO,uuid,null,null,null,PRIMARY KEY,nomade_users_pkey,id,public,noro_users,id,null
public,noro_users,email,2,null,NO,character varying,255,null,null,UNIQUE,nomade_users_email_key,email,public,noro_users,email,null
public,noro_users,nome,3,null,YES,character varying,255,null,null,null,null,null,null,null,null,null
public,noro_users,role,4,'cliente'::character varying,YES,character varying,20,null,null,null,null,null,null,null,null,null
public,noro_users,avatar_url,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,noro_users,telefone,6,null,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_users,whatsapp,7,null,YES,character varying,50,null,null,null,null,null,null,null,null,null
public,noro_users,created_at,8,now(),YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
public,noro_users,updated_at,9,now(),YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,id,1,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,name,2,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,slug,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,description,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,is_public,5,null,YES,boolean,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,is_custom,6,null,YES,boolean,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,sort_order,7,null,YES,integer,null,32,0,null,null,null,null,null,null,null
public,subscription_plans,monthly_price,8,null,YES,numeric,null,10,2,null,null,null,null,null,null,null
public,subscription_plans,quarterly_price,9,null,YES,numeric,null,10,2,null,null,null,null,null,null,null
public,subscription_plans,yearly_price,10,null,YES,numeric,null,10,2,null,null,null,null,null,null,null
public,subscription_plans,setup_fee,11,null,YES,numeric,null,10,2,null,null,null,null,null,null,null
public,subscription_plans,trial_days,12,null,YES,integer,null,32,0,null,null,null,null,null,null,null
public,subscription_plans,features,13,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,modules,14,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,metadata,15,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,created_at,16,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,subscription_plans,updated_at,17,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,country,1,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,country_code,2,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,flag_emoji,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,general_info_text,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,updated_at,5,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,region,6,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,official_visa_link,7,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,visa_types,8,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,required_documents,9,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,process_steps,10,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
